                           1                                        2                                        3                                        4                                        5                            6                            7 
              version_number                                 compiler                                    build                         MESA_SDK_version                                     date                    burn_min1                    burn_min2 
                       11701                               "gfortran"                                  "9.2.0"               "x86_64-osx-macos-19.11.2"                               "20200421"      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142                                      143                                      144                                      145                                      146                                      147                                      148                                      149                                      150                                      151                                      152                                      153                                      154                                      155                                      156                                      157                                      158                                      159                                      160                                      161                                      162                                      163                                      164                                      165                                      166                                      167                                      168                                      169                                      170                                      171                                      172                                      173                                      174                                      175                                      176                                      177                                      178                                      179                                      180                                      181                                      182                                      183                                      184                                      185                                      186                                      187                                      188                                      189                                      190                                      191                                      192                                      193                                      194                                      195                                      196                                      197                                      198                                      199                                      200                                      201                                      202                                      203                                      204 
                            model_number                                 star_age                                star_mass                             log_abs_mdot                                   log_dt                                num_zones                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                           conv_mx1_top_r                           conv_mx1_bot_r                           conv_mx2_top_r                           conv_mx2_bot_r                                mx1_top_r                                mx1_bot_r                                mx2_top_r                                mx2_bot_r                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                               tau100_lgT                                   log_LH                                  log_LHe                                    log_L                                 log_Teff                                    log_R                                    log_g                             log_center_T                           log_center_Rho                             log_center_P                                center_ye                           center_entropy                              surface_he4                              surface_c12                              surface_n14                                center_h1                               center_he4                               center_c12                               center_n14                                       pp                                      cno                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                          mix_relr_type_1                           mix_relr_top_1                          mix_relr_type_2                           mix_relr_top_2                          mix_relr_type_3                           mix_relr_top_3                          mix_relr_type_4                           mix_relr_top_4                          mix_relr_type_5                           mix_relr_top_5                          mix_relr_type_6                           mix_relr_top_6                          mix_relr_type_7                           mix_relr_top_7                          mix_relr_type_8                           mix_relr_top_8                          mix_relr_type_9                           mix_relr_top_9                         mix_relr_type_10                          mix_relr_top_10                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                              num_retries                              num_backups            subsurface_convective_regions                                 rho_surf                                v_HI_surf                                b_HI_surf                            b_HI_surf_max                                b_HI_aver                                 b_HI_max                               HI_hp_aver                         mach_HI_aver_ahp                              turnover_HI                               v_HeI_surf                               b_HeI_surf                           b_HeI_surf_max                               b_HeI_aver                                b_HeI_max                              HeI_hp_aver                        mach_HeI_aver_ahp                             turnover_HeI                              v_HeII_surf                              b_HeII_surf                          b_HeII_surf_max                              b_HeII_aver                               b_HeII_max                             HeII_hp_aver                       mach_HeII_aver_ahp                            turnover_HeII                              v_FeCZ_surf                              b_FeCZ_surf                          b_FeCZ_surf_max                              b_FeCZ_aver                               b_FeCZ_max                             FeCZ_hp_aver                       mach_FeCZ_aver_ahp                            turnover_FeCZ                                 HI_r_top                              HI_r_bottom                                HeI_r_top                             HeI_r_bottom                               HeII_r_top                            HeII_r_bottom                               FeCZ_r_top                            FeCZ_r_bottom                                  HI_mass                                 HeI_mass                                HeII_mass                                FeCZ_mass                                HI_Fc_max                               HeI_Fc_max                              HeII_Fc_max                              FeCZ_Fc_max                                   r_hp_1                                   r_hp_2                                   r_hp_3                                   r_hp_4                                   r_hp_5                                   r_hp_6                                   r_hp_7                                   r_hp_8                                  r_hp_10                                  r_hp_15                                  r_hp_20                                  r_hp_30                                  r_hp_50                                 r_hp_100                                HI_b_p_eq                               HI_b_p_max                               HeI_b_p_eq                              HeI_b_p_max                              HeII_b_p_eq                             HeII_b_p_max                              FeCZ_b_p_eq                             FeCZ_b_p_max                               v_max_core                              v_aver_core                                b_eq_core                               b_max_core                            rho_aver_core                             hp_aver_core                              hp_core_top                            turnover_core                                   m_core                                   r_core                          v_aver_ahp_core                         mach_top_cz_core                       mach_aver_ahp_core                        rho_aver_ahp_core                        HI_B_shutoff_conv                       HeI_B_shutoff_conv                      HeII_B_shutoff_conv                      FeCZ_B_shutoff_conv 
                                       1                  1.7888543819998317E+003                  5.0000000000000000E+000                 -9.8999999999999986E+001                  3.2525749891599527E+000                                     1098                  2.1330848205418235E-001                  7.8130382774774361E-008                  9.9999999987728150E-001                  9.9999999960438768E-001                  2.7249090826518069E-001                  7.8130382774774361E-008                  9.9999999988509392E-001                  9.9999999958430408E-001                  4.5866189370537008E-001                  2.9840695121015623E-003                  2.6788164794686353E+000                  2.6739052303526369E+000                  5.0829799283816890E-001                  2.9840695121015623E-003                  2.6790392553308582E+000                  2.6734870364221215E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9999999996943467E+000                  2.6809457116535453E+000                  4.9999999978374747E+000                  2.6732723253121260E+000                  4.7045597492174300E+000                  2.9439549573729855E+000                 -3.3718950343012125E+001                  2.7397891709219588E+000                  4.2319802702704283E+000                  4.2919288137274791E-001                  4.2784735950036481E+000                  7.4351446727457322E+000                  1.3161626991884994E+000                  1.6885670669907583E+001                  8.4953695362826775E-001                  1.9456331720497076E+001                  2.7997020236474907E-001                  3.4416106108119998E-003                  1.0081585468366041E-003                  6.9907340484444447E-001                  2.8037635983057896E-001                  1.1734386171754655E-004                  4.9236843420197235E-003                  1.4912110738639672E+000                  2.9283662002004509E+000                                        1                  2.1482942571002026E-001                                        3                  2.7450460264189547E-001                                        0                  9.9999999958430408E-001                                        3                  9.9999999960438768E-001                                        1                  9.9999999987815569E-001                                        3                  9.9999999989211785E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  1.7122375505089107E-001                                        3                  1.8980539201445001E-001                                        0                  9.9514229170929502E-001                                        3                  9.9524177032255778E-001                                        1                  9.9713527105416266E-001                                        3                  9.9728678497904066E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        5                  8.5824316601551597E-004                                        4                  7.9522273842250468E-002                                        3                  1.8695268304017870E-001                                        2                  2.5143229289989960E-001                                        3                  3.2732391074266382E-001                                        2                  4.4561460865146124E-001                                        1                  5.5686570463269514E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                        0                                        0                  1.0000000000000000E+000                  1.0612204941315063E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1380956427285378E+002                  2.1997389611769061E-001                  1.1878140436898012E-001                  1.4936038622558574E+000                  8.0651553416485466E-001                  3.2796561516895843E+008                  1.0236363153438939E-003                  1.7065491723138536E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8644026933805807E+011                  1.8609845622208282E+011                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7973125000000013E+024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.2082003416417137E-009                  0.0000000000000000E+000                  1.8683632844724612E+011                  1.8667342445522687E+011                  1.8647033046422446E+011                  1.8617035344362610E+011                  1.8576668416975064E+011                  1.8528508612649594E+011                  1.8465507297266425E+011                  1.8390352443130560E+011                  1.8156068119495416E+011                  1.6909319427625833E+011                  1.4235216406582678E+011                  3.6458476794905243E+010                  2.0768526990324453E+008                  2.0768526990324453E+008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7040667113927225E+003                  2.0918848521590899E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4388805493818872E+004                  1.3276301828370499E+004                  1.9830332538672231E+005                  3.4483055440067282E+001                  1.7753986917596279E+001                  3.8714440852243042E+010                  1.9360250884979523E+010                  4.6656897503807060E+006                  2.1543757994794000E+033                  3.2123424029141300E+010                  1.2596506954856328E+004                  7.1987644427701054E-006                  1.6918931777617566E-004                  1.7762645092419028E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4392352474675238E+002                  0.0000000000000000E+000 
                                       2                  3.9354796403996302E+003                  5.0000000000000000E+000                 -9.8999999999999986E+001                  3.3317562352075774E+000                                     2182                  2.3968468548809235E-001                  7.8130377407498779E-008                  9.9999999987337507E-001                  9.9999999960447550E-001                  2.9766965867291101E-001                  7.8130377407498779E-008                  9.9999999988509369E-001                  9.9999999957795993E-001                  4.8562377223172065E-001                  3.0124951127666385E-003                  2.6823483416657119E+000                  2.6774337629637341E+000                  5.3285585299067173E-001                  3.0124951127666385E-003                  2.6826779510477881E+000                  2.6770739642112420E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9999999997003339E+000                  2.6846319024096976E+000                  4.9999999978800371E+000                  2.6770426959349587E+000                  4.7003008912834581E+000                  3.0961438507502104E+000                 -3.3853094078848002E+001                  2.7299907791858620E+000                  4.2292374345874411E+000                  4.2977935687067487E-001                  4.2773006440077941E+000                  7.4327910270250070E+000                  1.3038104527732175E+000                  1.6871070868168459E+001                  8.4955983991805895E-001                  1.9491241568594596E+001                  2.7997020236474846E-001                  3.4416106108119929E-003                  1.0081585468366043E-003                  6.9911904423425764E-001                  2.8034848803364704E-001                  2.2864329728778071E-004                  4.7911557940783847E-003                  1.5303583633992137E+000                  3.0841773174937321E+000                                        1                  2.4024870591440073E-001                                        3                  2.9821975644786552E-001                                        0                  9.9999999957795993E-001                                        3                  9.9999999960447550E-001                                        1                  9.9999999987484967E-001                                        3                  9.9999999988845256E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  1.8069559506016994E-001                                        3                  1.9823638749904759E-001                                        0                  9.9513038945472254E-001                                        3                  9.9525992033576871E-001                                        1                  9.9710836633106614E-001                                        3                  9.9725251311672947E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        5                  8.3328425659218389E-003                                        4                  9.8212418989608308E-002                                        3                  2.0671207133792546E-001                                        2                  2.7731508590359222E-001                                        3                  3.1856019717456185E-001                                        2                  4.3624115290897542E-001                                        1                  5.5265133667196686E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                        0                                        0                  1.0000000000000000E+000                  1.0359407434772897E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2284099744611211E+002                  2.1767586132203484E-001                  1.1877599080927180E-001                  1.4846642463921258E+000                  8.1011493793260037E-001                  3.2060512552291292E+008                  1.0559478139524159E-003                  1.6637882315101227E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8668607988325021E+011                  1.8634403503474997E+011                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7584609374999838E+024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4704977193771356E-009                  0.0000000000000000E+000                  1.8709417315073358E+011                  1.8693293350662167E+011                  1.8672353180033121E+011                  1.8644217944679443E+011                  1.8604748702042990E+011                  1.8555131126880127E+011                  1.8493941138802402E+011                  1.8416303896752509E+011                  1.8187988125759784E+011                  1.6943648082851501E+011                  1.4282214722187274E+011                  3.6863469772910393E+010                  2.0966363485833251E+008                  2.0966363485833251E+008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6858321907924042E+003                  2.0988676138682199E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4681786513085186E+004                  1.5811705622984640E+004                  2.3137650957372057E+005                  4.2483901680286777E+001                  1.7040064176258326E+001                  3.8404504959838547E+010                  1.8706279476461544E+010                  3.8861846660248418E+006                  2.4002693573096481E+033                  3.3895326163923862E+010                  1.3728471014397610E+004                  8.9665509744289825E-006                  1.8505876499577939E-004                  1.6903388525787811E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4611318578669147E+002                  0.0000000000000000E+000 
                                       3                  5.0706102234354767E+003                  5.0000000000000000E+000                 -9.8999999999999986E+001                  3.0550458247271921E+000                                     3257                  2.8714206170135870E-001                  7.8130390473064682E-008                  9.9999999987142651E-001                  9.9999999959642460E-001                  3.4314179370608017E-001                  7.8130390473064682E-008                  9.9999999988412169E-001                  9.9999999956548025E-001                  5.2985698401033543E-001                  3.0450932654559164E-003                  2.6878615567870936E+000                  2.6829564508903698E+000                  5.7365046101931805E-001                  3.0450932654559164E-003                  2.6882147654750517E+000                  2.6825266025527150E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9999999997041273E+000                  2.6902264890555947E+000                  4.9999999978993221E+000                  2.6826811217013256E+000                  4.6967742248928603E+000                  3.3300198538789822E+000                 -3.4022704189718048E+001                  2.7192832634951194E+000                  4.2261117456307193E+000                  4.3067697693874718E-001                  4.2755054038716498E+000                  7.4298083581113241E+000                  1.2897877143886816E+000                  1.6854184116500118E+001                  8.4960653550806153E-001                  1.9529578768568992E+001                  2.7997020236474768E-001                  3.4416106108119855E-003                  1.0081585468366017E-003                  6.9921199026585634E-001                  2.8030059794763923E-001                  5.1090675824795508E-004                  4.4572807886105797E-003                  1.7015041897944712E+000                  3.3196820739166442E+000                                        1                  2.8781169300449005E-001                                        3                  3.4387774397271026E-001                                        0                  9.9999999956548025E-001                                        3                  9.9999999959642460E-001                                        1                  9.9999999987224053E-001                                        3                  9.9999999988489219E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  1.9675321144457319E-001                                        3                  2.1300827320876511E-001                                        0                  9.9509034906042648E-001                                        3                  9.9523810888459463E-001                                        1                  9.9708796636537944E-001                                        3                  9.9721908297492856E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        5                  2.5693208585089188E-002                                        4                  1.2483038296576587E-001                                        3                  2.3515474126444227E-001                                        2                  4.2677713345640111E-001                                        1                  5.4516502499578467E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                        1                                        0                  1.0000000000000000E+000                  1.0252864093958010E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5047772131890855E+002                  2.2451200519228923E-001                  1.3865911738097719E-001                  1.5323680223023155E+000                  9.4639392353781382E-001                  3.1622767934243083E+008                  1.1134623554589324E-003                  1.5826210237430665E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8706978862926813E+011                  1.8672840306906796E+011                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7390351562499802E+024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1142913813877442E-008                  0.0000000000000000E+000                  1.8748244585763068E+011                  1.8732156806347342E+011                  1.8711327800010187E+011                  1.8683288826552158E+011                  1.8643705760862790E+011                  1.8594151337463226E+011                  1.8533725316109796E+011                  1.8457159840034326E+011                  1.8229494405459641E+011                  1.6990614830338678E+011                  1.4332487439298428E+011                  3.6967510397297066E+010                  2.1193240108920085E+008                  2.1193240108920085E+008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6719545951392693E+003                  2.0963427312422396E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4258800444218170E+004                  1.7790473672185155E+004                  2.5300362986187273E+005                  3.7839266442220314E+001                  1.6094171224320817E+001                  3.7425939938110260E+010                  1.7452220606563560E+010                  3.3659308349164003E+006                  2.8720491094110282E+033                  3.6967510397297066E+010                  1.3920163753212666E+004                  9.2121472254576154E-006                  1.9259903539907587E-004                  1.5317501380104348E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4828835090284076E+002                  0.0000000000000000E+000 
                                       4                  6.0010926172839190E+003                  5.0000000000000000E+000                 -9.8999999999999986E+001                  2.9687081600279805E+000                                     3470                  3.3683553623129087E-001                  7.8130401378927214E-008                  9.9999999986850219E-001                  9.9999999958687114E-001                  3.9102997451145133E-001                  7.8130401378927214E-008                  9.9999999988168564E-001                  9.9999999955756980E-001                  5.7505774764831952E-001                  3.0806424110786717E-003                  2.6942407902395935E+000                  2.6892600356033345E+000                  6.1642368008816695E-001                  3.0806424110786717E-003                  2.6946011049555487E+000                  2.6888894115481139E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9999999997072733E+000                  2.6967058461434879E+000                  4.9999999979161815E+000                  2.6892081510851771E+000                  4.6929180884693240E+000                  3.4334044597307161E+000                 -3.4217761180535106E+001                  2.7067595035647947E+000                  4.2224612966793140E+000                  4.3171599487639462E-001                  4.2734273679963541E+000                  7.4263058334727576E+000                  1.2746656412697726E+000                  1.6835666555236507E+001                  8.4964806432402940E-001                  1.9569115854501405E+001                  2.7997020236474879E-001                  3.4416106108119959E-003                  1.0081585468366034E-003                  6.9929445750807473E-001                  2.8026068095845774E-001                  7.8004809161930089E-004                  4.1395342980684105E-003                  1.8658502211887988E+000                  3.4214872369349587E+000                                        1                  3.3734828618612350E-001                                        3                  3.9149169352035540E-001                                        0                  9.9999999955756980E-001                                        3                  9.9999999958687114E-001                                        1                  9.9999999986898702E-001                                        3                  9.9999999988182753E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  2.1295888244869213E-001                                        3                  2.2824896554997429E-001                                        0                  9.9507581686420510E-001                                        3                  9.9521290855351041E-001                                        1                  9.9706272617629133E-001                                        3                  9.9719280633870244E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        5                  3.4373417843740040E-002                                        4                  1.3655920338123007E-001                                        3                  2.4626641701639890E-001                                        2                  3.5410906340605802E-001                                        1                  3.6653834145687242E-001                                        2                  4.1648230730123409E-001                                        1                  5.3632456027205389E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                        1                                        0                  1.0000000000000000E+000                  1.0129151872620259E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7372641174958773E+002                  2.2789503779582559E-001                  1.9479810681389215E-001                  1.5746038169785253E+000                  1.3459259380809716E+000                  3.1449920013246894E+008                  1.1521142400138346E-003                  1.5365157130685155E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8751377051909521E+011                  1.8716711995792087E+011                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8118818359374881E+024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3434307666315704E-008                  0.0000000000000000E+000                  1.8793267400863852E+011                  1.8777215016863571E+011                  1.8756626920824905E+011                  1.8728795930430652E+011                  1.8689438223051031E+011                  1.8640405343516113E+011                  1.8579778015526096E+011                  1.8503512395158038E+011                  1.8278886440088913E+011                  1.7038396471236383E+011                  1.4389695415564035E+011                  3.7102808016076019E+010                  2.1440655052625340E+008                  2.1440655052625340E+008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6757545663028884E+003                  2.1167262875162414E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0407111205359135E+004                  2.1283842507314974E+004                  2.9359310989351297E+005                  3.8936665404493453E+001                  1.5141949072967890E+001                  3.6528730397973114E+010                  1.6344341443549690E+010                  2.7460252356532840E+006                  3.3736870071730496E+033                  4.0150330661629875E+010                  1.5504703852966890E+004                  7.5547973799403387E-006                  2.2303964233780316E-004                  1.3524513026447684E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5168756474281588E+002                  0.0000000000000000E+000 
